date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:44:28	16445/16445	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2009%20Jun%202018%2011:14:42%20GMT	http://skygreenwaste.com/sustanibility.aspx	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/sustanibility.html	(from http://skygreenwaste.com/)
16:44:28	516485/516485	U-----	200	untouched ('')	image/jpeg	etag:%22e3e41a756584d31:0%22	http://skygreenwaste.com/img/4.jpg	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/img/4.jpg	(from http://skygreenwaste.com/)
16:44:29	1220740/1220740	U-----	200	untouched ('')	image/jpeg	etag:%22f2a21766584d31:0%22	http://skygreenwaste.com/img/5.jpg	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/img/5.jpg	(from http://skygreenwaste.com/)
16:44:29	23793/23793	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2009%20Jun%202018%2011:14:43%20GMT	http://skygreenwaste.com/career.aspx	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/career.html	(from http://skygreenwaste.com/)
16:44:29	7003/7003	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Jun%202018%2011:14:43%20GMT	http://skygreenwaste.com/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/fonts/fontawesome-webfont.d3e6e.delayed	(from http://skygreenwaste.com/css/font-awesome.min.css)
16:44:29	282969/282969	U-----	200	untouched ('')	image/jpeg	etag:%22cc3ef3736584d31:0%22	http://skygreenwaste.com/img/2.jpg	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/img/2.jpg	(from http://skygreenwaste.com/)
16:44:29	508583/508583	U-----	200	untouched ('')	image/jpeg	etag:%22c01187746584d31:0%22	http://skygreenwaste.com/img/1.jpg	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/img/1.jpg	(from http://skygreenwaste.com/)
16:44:29	1015162/1015162	U-----	200	untouched ('')	image/jpeg	etag:%22abfe95766584d31:0%22	http://skygreenwaste.com/img/3.jpg	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/img/3.jpg	(from http://skygreenwaste.com/)
16:44:29	1927/1927	U-----	200	untouched ('')	image/png	etag:%228a84407b6584d31:0%22	http://skygreenwaste.com/img/service/1.png	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/img/service/1.png	(from http://skygreenwaste.com/)
16:44:29	1945/1945	U-----	200	untouched ('')	image/png	etag:%2233704c7b6584d31:0%22	http://skygreenwaste.com/img/service/2.png	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/img/service/2.png	(from http://skygreenwaste.com/)
16:44:30	2379/2379	U-----	200	untouched ('')	image/png	etag:%22bcf9557b6584d31:0%22	http://skygreenwaste.com/img/service/3.png	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/img/service/3.png	(from http://skygreenwaste.com/)
16:44:30	2463/2463	U-----	200	untouched ('')	image/png	etag:%22f747647b6584d31:0%22	http://skygreenwaste.com/img/service/4.png	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/img/service/4.png	(from http://skygreenwaste.com/)
16:44:30	575790/575790	U-----	200	untouched ('')	image/jpeg	etag:%22abfe95766584d31:0%22	http://skygreenwaste.com/img/about.jpg	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/img/about.jpg	(from http://skygreenwaste.com/)
16:44:31	4887/4887	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Jun%202018%2011:14:45%20GMT	http://skygreenwaste.com/css/img/hero/1.jpg	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/css/img/hero/1.11.delayed	(from http://skygreenwaste.com/css/style.css)
