date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:44:24	15514/15514	U-----	200	untouched ('')	application/javascript	etag:%2290a4436a880d31:0%22	http://skygreenwaste.com/js/modernizr-2.8.3.min.js	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/js/modernizr-2.8.3.min.js	(from http://skygreenwaste.com/)
16:44:24	2324/2324	U-----	200	untouched ('OK')	text/css	etag:%22f6156f0a880d31:0%22	http://skygreenwaste.com/css/styles.css	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/css/styles.css	(from http://skygreenwaste.com/)
16:44:24	4927/4927	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Jun%202018%2011:14:39%20GMT	http://skygreenwaste.com/fonts/glyphicons-halflings-regular.eot?	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/fonts/glyphicons-halflings-regular.3d41d.delayed	(from http://skygreenwaste.com/css/bootstrap.min.css)
16:44:25	93868/93868	U-----	200	untouched ('')	application/javascript	etag:W/%2254499a47-16eac%22	http://code.jquery.com/jquery-1.7.1.min.js	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/code.jquery.com/jquery-1.7.1.min.js	(from http://skygreenwaste.com/)
16:44:25	4931/4931	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Jun%202018%2011:14:39%20GMT	http://skygreenwaste.com/fonts/glyphicons-halflings-regular.woff2	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/fonts/glyphicons-halflings-regular.4.delayed	(from http://skygreenwaste.com/css/bootstrap.min.css)
16:44:25	21621/21621	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2009%20Jun%202018%2011:14:39%20GMT	http://skygreenwaste.com/contact.aspx	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/contact.html	(from http://skygreenwaste.com/)
16:44:25	19814/19814	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2009%20Jun%202018%2011:14:40%20GMT	http://skygreenwaste.com/index.aspx	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/index-2.html	(from http://skygreenwaste.com/)
16:44:25	4929/4929	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Jun%202018%2011:14:40%20GMT	http://skygreenwaste.com/fonts/glyphicons-halflings-regular.woff	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/fonts/glyphicons-halflings-regular.5.delayed	(from http://skygreenwaste.com/css/bootstrap.min.css)
16:44:26	4927/4927	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Jun%202018%2011:14:40%20GMT	http://skygreenwaste.com/fonts/glyphicons-halflings-regular.ttf	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/fonts/glyphicons-halflings-regular.6.delayed	(from http://skygreenwaste.com/css/bootstrap.min.css)
16:44:26	27024/27024	U-----	200	untouched ('')	image/png	etag:%22c484fc766584d31:0%22	http://skygreenwaste.com/img/logo.png	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/img/logo.png	(from http://skygreenwaste.com/)
16:44:26	16155/16155	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2009%20Jun%202018%2011:14:41%20GMT	http://skygreenwaste.com/about-us.aspx	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/about-us.html	(from http://skygreenwaste.com/)
16:44:26	4927/4927	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Jun%202018%2011:14:41%20GMT	http://skygreenwaste.com/fonts/glyphicons-halflings-regular.svg	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/fonts/glyphicons-halflings-regular.7.delayed	(from http://skygreenwaste.com/css/bootstrap.min.css)
16:44:27	15464/15464	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2009%20Jun%202018%2011:14:41%20GMT	http://skygreenwaste.com/collection.aspx	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/collection.html	(from http://skygreenwaste.com/)
16:44:27	7019/7019	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Jun%202018%2011:14:41%20GMT	http://skygreenwaste.com/fonts/Material-Design-Iconic-Font.woff2?v=2.2.0	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/fonts/Material-Design-Iconic-Font.8d1f1.delayed	(from http://skygreenwaste.com/css/material-design-iconic-font.min.css)
16:44:27	15532/15532	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2009%20Jun%202018%2011:14:41%20GMT	http://skygreenwaste.com/data-security.aspx	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/data-security.html	(from http://skygreenwaste.com/)
16:44:27	16314/16314	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2009%20Jun%202018%2011:14:41%20GMT	http://skygreenwaste.com/asset-mnagement.aspx	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/asset-mnagement.html	(from http://skygreenwaste.com/)
16:44:27	4935/4935	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Jun%202018%2011:14:41%20GMT	http://skygreenwaste.com/fonts/Material-Design-Iconic-Font.woff?v=2.2.0	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/fonts/Material-Design-Iconic-Font.9d1f1.delayed	(from http://skygreenwaste.com/css/material-design-iconic-font.min.css)
16:44:28	16189/16189	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2009%20Jun%202018%2011:14:42%20GMT	http://skygreenwaste.com/eco-friendly-recycling.aspx	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/eco-friendly-recycling.html	(from http://skygreenwaste.com/)
16:44:28	16213/16213	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2009%20Jun%202018%2011:14:42%20GMT	http://skygreenwaste.com/reverse-logistices.aspx	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/reverse-logistices.html	(from http://skygreenwaste.com/)
16:44:28	16247/16247	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2009%20Jun%202018%2011:14:42%20GMT	http://skygreenwaste.com/refurbishing.aspx	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/refurbishing.html	(from http://skygreenwaste.com/)
16:44:28	16139/16139	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2009%20Jun%202018%2011:14:42%20GMT	http://skygreenwaste.com/team.aspx	C:/Users/adiru/OneDrive/Desktop/Computer%20Project%20Practice/SKG/skygreenwaste.com/team.html	(from http://skygreenwaste.com/)
